"RANK","PLAYER","TEAM","GP","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","REB","AST","STL","BLK","TOV","PF","PTS","EFF","AST_TOV","STL_TOV","PPG"
"1","David Robinson","SAN","80","3241","840","1658","0.507","10","29","0.345","693","925","0.749","241","614","855","381","139","265","253","228","2383","2720","1.51","0.55",0.735266892934279
"2","Shaquille O'Neal","ORL","81","3224","953","1591","0.599","0","2","0","471","850","0.554","384","688","1072","195","76","231","222","281","2377","2712","0.88","0.34",0.737282878411911
"3","Hakeem Olajuwon","HOU","80","3277","894","1694","0.528","8","19","0.421","388","542","0.716","229","726","955","287","128","297","271","289","2184","2626","1.06","0.47",0.66646322856271
"4","Karl Malone","UTH","82","3329","772","1552","0.497","8","32","0.25","511","736","0.694","235","705","940","328","125","126","234","268","2063","2343","1.4","0.53",0.619705617302493
"5","Patrick Ewing","NYK","79","2972","745","1503","0.496","4","14","0.286","445","582","0.765","219","666","885","179","90","217","260","275","1939","2155","0.69","0.35",0.652422611036339
"6","Dominique Wilkins","LAC","74","2635","698","1588","0.44","85","295","0.288","442","522","0.847","182","299","481","169","92","30","172","126","1923","1553","0.98","0.54",0.729791271347249
"7","Mitch Richmond","SAC","78","2897","635","1428","0.445","127","312","0.407","426","511","0.834","70","216","286","313","103","17","216","211","1823","1448","1.45","0.48",0.629271660338281
"8","Latrell Sprewell","GOS","82","3533","613","1417","0.433","141","391","0.361","353","456","0.774","80","321","401","385","180","76","226","158","1720","1629","1.7","0.8",0.486838380979338
"9","Glen Rice","MIA","81","2999","663","1421","0.467","132","346","0.382","250","284","0.88","76","358","434","184","110","32","130","186","1708","1546","1.42","0.85",0.569523174391464
"10","Clifford Robinson","POR","82","2853","641","1404","0.457","13","53","0.245","352","460","0.765","164","386","550","159","118","111","169","263","1647","1545","0.94","0.7",0.577287066246057
"11","Scottie Pippen","CHI","72","2759","627","1278","0.491","63","197","0.32","270","409","0.66","173","456","629","403","211","58","232","227","1587","1866","1.74","0.91",0.575208408843784
"12","Jim Jackson","DAL","82","3066","637","1432","0.445","17","60","0.283","285","347","0.821","169","219","388","374","87","25","334","161","1576","1259","1.12","0.26",0.514024787997391
"13","Reggie Miller","IND","79","2638","524","1042","0.503","123","292","0.421","403","444","0.908","30","182","212","248","119","24","175","193","1574","1443","1.42","0.68",0.596664139499621
"14","Derrick Coleman","NJN","77","2778","541","1209","0.447","38","121","0.314","439","567","0.774","262","608","870","262","68","142","208","209","1559","1897","1.26","0.33",0.561195104391649
"15","Kenny Anderson","NJN","82","3135","576","1381","0.417","40","132","0.303","346","423","0.818","89","233","322","784","158","15","266","201","1538","1669","2.95","0.59",0.490590111642743
"16","Kevin Willis","ATL","80","2867","627","1257","0.499","9","24","0.375","268","376","0.713","335","628","963","150","79","38","188","250","1531","1835","0.8","0.42",0.534007673526334
"17","Jamal Mashburn","DAL","79","2896","561","1382","0.406","85","299","0.284","306","438","0.699","107","246","353","266","89","14","245","205","1513","1037","1.09","0.36",0.522444751381215
"18","Ron Harper","LAC","75","2856","569","1335","0.426","71","236","0.301","299","418","0.715","129","331","460","344","144","54","242","167","1508","1383","1.42","0.6",0.528011204481793
"19","Clar. Weatherspoon","PHL","82","3147","602","1246","0.483","4","17","0.235","298","430","0.693","254","578","832","192","100","116","195","152","1506","1775","0.99","0.51",0.478551000953289
"20","Mahmoud Abdul-Rauf","DEN","80","2617","588","1279","0.46","42","133","0.316","219","229","0.956","27","141","168","362","82","10","151","150","1437","1207","2.4","0.54",0.549102025219717
"21","Shawn Kemp","SEA","79","2597","533","990","0.538","1","4","0.25","364","491","0.741","312","539","851","207","142","166","259","312","1431","1954","0.8","0.55",0.551020408163265
"22","Rod Strickland","POR","82","2889","528","1093","0.483","2","10","0.2","353","471","0.749","122","248","370","740","147","24","257","171","1411","1752","2.88","0.57",0.48840429214261
"23","Joe Dumars","DET","69","2591","505","1118","0.452","124","320","0.388","276","330","0.836","35","116","151","261","63","4","159","118","1410","1063","1.64","0.4",0.544191431879583
"24","Danny Manning","ATL","68","2520","586","1201","0.488","3","17","0.176","228","341","0.669","131","334","465","261","99","82","233","260","1403","1349","1.12","0.43",0.556746031746032
"25","Charles Barkley","PHX","65","2298","518","1046","0.495","48","178","0.27","318","452","0.704","198","529","727","296","101","37","206","160","1402","1695","1.44","0.49",0.610095735422106
"26","Terry Mills","DET","80","2773","588","1151","0.511","24","73","0.329","181","227","0.797","193","479","672","177","64","62","153","309","1381","1594","1.16","0.42",0.498016588532276
"27","Don MacLean","WAS","75","2487","517","1030","0.502","3","21","0.143","328","398","0.824","140","327","467","160","47","22","152","169","1365","1326","1.05","0.31",0.548854041013269
"28","Gary Payton","SEA","82","2881","584","1159","0.504","15","54","0.278","166","279","0.595","105","164","269","494","188","19","173","227","1349","1458","2.86","1.09",0.468240194376952
"29","Steven Smith","MIA","78","2776","491","1076","0.456","91","262","0.347","273","327","0.835","156","196","352","394","84","35","202","217","1346","1370","1.95","0.42",0.484870317002882
"30","Kevin Johnson","PHX","67","2449","477","980","0.487","6","27","0.222","380","464","0.819","55","112","167","637","125","10","235","127","1340","1457","2.71","0.53",0.547162106982442
"31","Dell Curry","CHH","82","2173","533","1171","0.455","152","378","0.402","117","134","0.873","71","191","262","221","98","27","120","161","1335","1168","1.84","0.82",0.614358030372757
"32","Chris Webber","GOS","76","2438","572","1037","0.552","0","14","0","189","355","0.532","305","389","694","272","93","164","206","247","1333","1719","1.32","0.45",0.5467596390484
"32","Tom Gugliotta","WAS","78","2795","540","1159","0.466","40","148","0.27","213","311","0.685","189","539","728","276","172","51","247","174","1333","1596","1.12","0.7",0.476923076923077
"34","Dan Majerle","PHX","80","3207","476","1138","0.418","192","503","0.382","176","238","0.739","120","229","349","275","129","43","137","153","1320","1255","2.01","0.94",0.411599625818522
"35","Wayman Tisdale","SAC","79","2557","552","1102","0.501","0","0","0","215","266","0.808","159","401","560","139","37","52","124","290","1319","1382","1.12","0.3",0.515838873680094
"36","Mark Price","CLE","76","2386","480","1005","0.478","118","297","0.397","238","268","0.888","39","189","228","589","103","11","189","93","1316","1503","3.12","0.55",0.551550712489522
"37","Anfernee Hardaway","ORL","82","3015","509","1092","0.466","50","187","0.267","245","330","0.742","192","247","439","544","190","51","292","205","1313","1577","1.86","0.65",0.435489220563847
"37","Isaiah Rider","MIN","79","2415","522","1115","0.468","54","150","0.36","215","265","0.811","118","197","315","202","54","28","218","194","1313","1051","0.93","0.25",0.543685300207039
"39","Clyde Drexler","POR","68","2334","473","1105","0.428","71","219","0.324","286","368","0.777","154","291","445","333","98","34","167","202","1303","1332","1.99","0.59",0.558269065981148
"40","Alonzo Mourning","CHH","60","2018","427","845","0.505","0","2","0","433","568","0.762","177","433","610","86","27","188","199","207","1287","1446","0.43","0.14",0.637760158572844
"41","Nick Anderson","ORL","81","2811","504","1054","0.478","101","314","0.322","168","250","0.672","113","363","476","294","134","33","165","148","1277","1417","1.78","0.81",0.454286730700818
"42","Jeff Hornacek","UTH","80","2820","472","1004","0.47","70","208","0.337","260","296","0.878","60","219","279","419","127","13","171","186","1274","1373","2.45","0.74",0.45177304964539
"43","Jeff Malone","PHL","77","2560","525","1081","0.486","7","12","0.583","205","247","0.83","51","148","199","125","40","5","85","123","1262","948","1.47","0.47",0.49296875
"44","Eric Murdock","MIL","82","2533","477","1019","0.468","69","168","0.411","234","288","0.813","91","170","261","546","197","12","206","189","1257","1471","2.65","0.96",0.496249506514015
"45","John Stockton","UTH","82","2969","458","868","0.528","48","149","0.322","272","338","0.805","72","186","258","1031","199","22","266","236","1236","2004","3.88","0.75",0.416301785112833
"46","Rik Smits","IND","78","2113","493","923","0.534","0","1","0","238","300","0.793","135","348","483","156","49","82","151","281","1224","1351","1.03","0.33",0.579271178419309
"47","LaPhonso Ellis","DEN","79","2699","483","963","0.502","7","23","0.304","242","359","0.674","220","462","682","167","63","80","172","304","1215","1438","0.97","0.37",0.450166728417933
"48","B.J. Armstrong","CHI","82","2770","479","1007","0.476","60","135","0.444","194","227","0.855","28","142","170","323","80","9","131","147","1212","1102","2.47","0.61",0.437545126353791
"48","Detlef Schrempf","SEA","81","2728","445","903","0.493","22","68","0.324","300","390","0.769","144","310","454","275","73","9","173","273","1212","1302","1.59","0.42",0.444281524926686
"48","Stacey Augmon","ATL","82","2605","439","861","0.51","1","7","0.143","333","436","0.764","178","216","394","187","149","45","147","179","1212","1315","1.27","1.01",0.465259117082534
